"","date","year","epi_week","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Florida"
"1",2010-01-02,2009,52,0.00335927390374198,0.00217243172246144,0.00244128045486467,0.00432890735421364,0.00190641862233065,0.0027874522169845,0.00280456953024601,0.00395434102050357,0.00333266620179908,0.000987183332932657,0.00131477476202119,0.000624468647211595,0.00136466205398547,0.0017726916978559,0.00420804244389854,0.00217162806229874,0.0025996708917352,0.00294467241869175,0.00128030764899846,0.00047914928398671,0.00334047779071388,0.00112561346690026,0.00206023101799582,0.00111778527520633,0.00269508949616769,0.00241083878039893,0.00274937939628636,0.00205868809419318,0.0024883098734249,0.00337685698468704,0.000442280727680531,0.00189909862793111,0.00227320988119044,0.004600276815793,0.0023001687400578,0.00300187557392443,0.00393317297875686,0.000694620319358558,0.00216653263649075,0.00346880302684452,0.00222683584597645,0.00248531158655309,0.00263400285892481,0.00454507972326424,0.00227973268905269,0.000854184888476229,0.00226014457107238,0.00669778743263413
"2",2010-01-09,2010,1,0.00148848137811787,0.0024673715592334,0.00138822456936597,0.00414512582053792,0.00167187567070891,0.00165021657252625,0.00178428777951372,0.00163428960244529,0.00229555503365043,0.00110818748305795,0.00143300320107947,0.000727460092800728,0.00130579116959319,0.00127562200922712,0.00253714679704814,0.00236832819709917,0.0016855255513856,0.00185377896402259,0.00160861493982106,0.00058211204510073,0.00158922909932523,0.000924050361830262,0.00147189082508164,0.00120492190991029,0.00258740248653185,0.0017148583624748,0.00166156514119843,0.00221507363127456,0.00155177057611757,0.00157098363878764,0.000683628410383444,0.00170775886505556,0.00168776012703477,0.00411926229539772,0.00168065143169518,0.00183811248280108,0.00171639929950357,0.000873406311863211,0.00124290788632592,0.00297774608941395,0.00203218873942323,0.0015355250113746,0.00148596226626846,0.0034713537479388,0.00155039467754788,0.00118560209441658,0.00156578441476254,0.00281441644300719
"3",2010-01-16,2010,2,0.00297855718028066,0.0026858115004774,0.00296291967273057,0.00446196532293584,0.00191850961914372,0.00188073471728121,0.00215179718514325,0.00320201662696552,0.00303995647626795,0.0024257161836339,0.00248166208207478,0.00219356005126898,0.00293867171832948,0.00229486833468636,0.0040228363701998,0.00153917422295034,0.00219401148677632,0.00193399905490841,0.00234443772905124,0.00205967476469392,0.00296257679005044,0.00280728713768854,0.00303649746914129,0.00271263448534288,0.00306105025706409,0.00172169947157687,0.00202815822462531,0.00237331185310134,0.00208312679656542,0.00234159797634805,0.00259707875624092,0.00238805786425016,0.00370710305205316,0.00438756550877241,0.00218301275660111,0.00192752304082249,0.00290937497604119,0.00262451714388118,0.002163628961878,0.00457443446159634,0.0024232213849194,0.00179395985068078,0.00214850961413352,0.00464947973406852,0.0021836533046011,0.00202917169986441,0.00216632979816477,0.00475420729143228
"4",2010-01-23,2010,3,0.00741081890941064,0.00438412760473545,0.00701072785522936,0.00499323917134946,0.00277206356988956,0.00289967949576085,0.00379723636433482,0.00722420038733663,0.00313916252931918,0.00392682053113901,0.00397064069852288,0.00331893144341165,0.00442401089936853,0.00543729669320724,0.00831459897135618,0.00193939966398736,0.00369378179839069,0.00290976249380037,0.0025854991806389,0.00263129621700557,0.00743397475359094,0.00512005660095296,0.00277674033075173,0.00356047162444982,0.00334047341581296,0.00236779726609322,0.00334655708994123,0.00326218132424034,0.0026945581043204,0.00576549489492858,0.00275965587016548,0.00366643339807596,0.00559717950301301,0.00406151423801713,0.00311720095840948,0.00303748698622387,0.00656621661193248,0.00310518032755537,0.00623413514719768,0.00654764197459557,0.00316560817757993,0.00244992906074193,0.00445796259804054,0.00433360675134989,0.00414193218615218,0.00266724349807613,0.00253025987547164,0.0096183734516148
"5",2010-01-30,2010,4,0.00482941365153956,0.00393559469785964,0.00341324660461914,0.00467330579077216,0.00203568850653648,0.00280789934567154,0.00334139200594636,0.00516790992537799,0.00275092348232664,0.00215320918419755,0.00241903198116217,0.00162763505657263,0.00207336270998346,0.00283732002649408,0.00546820826336439,0.00237768347942841,0.00309857143574307,0.0026865673761658,0.00203733550490316,0.00142189659693635,0.00453346898715642,0.00227388168047032,0.00170380479188825,0.00172061754660101,0.0028809330031022,0.00227308388201795,0.00304554504531712,0.00263698628883243,0.00244340958235036,0.00399734651728068,0.0011513293410197,0.00247203210603893,0.00303193604918986,0.00393101776344021,0.00259990430834044,0.00287922473009011,0.00468389386318565,0.0014287300197445,0.00329427340533892,0.00449067060017334,0.00243452834341138,0.00221827028755477,0.00318832600639499,0.00394403418619729,0.00275333093919704,0.00175302136378169,0.00188924459924301,0.00775301570153919
"6",2010-02-06,2010,5,0.00465597438945897,0.00458804571686164,0.00344587167351713,0.00510823912118635,0.00218243574253622,0.00137054787635515,0.00210368889335058,0.00516574882105885,0.00299209947085184,0.00227840696990968,0.00226907165970094,0.00215739454220102,0.00307530919366536,0.00282324945944204,0.00515879502662187,0.00092204176385761,0.00213447632795388,0.00134635942284854,0.00158540298706849,0.00142865369202371,0.00431595576257497,0.002700075319375,0.00222259909802586,0.00269274961445549,0.0030921515956011,0.0010778177117828,0.00169809898319987,0.00358662254353369,0.00142646551511789,0.00343741078125147,0.00151315425712259,0.00218990214092647,0.00343966917596035,0.00410307816628375,0.00168916824543396,0.00138071996306757,0.00439544098872225,0.00205779140228834,0.00332198690023414,0.00510100266523246,0.00255307845293615,0.00111775014211761,0.00259006596086507,0.00443045594885609,0.00241807318697431,0.00169532713062134,0.00219851276996243,0.00851866883886723
"7",2010-02-13,2010,6,0.00305962945974424,0.00418362625184164,0.00272492141694011,0.00485453046206158,0.00211985169363609,0.00174163920677356,0.00220100571569681,0.0034000572439468,0.00282470381473429,0.00184701873777856,0.00178511899319433,0.00185609883641493,0.00251191305325464,0.00204833775665006,0.00379387010168456,0.00190568004037207,0.0020415910257218,0.00178422129817535,0.00153191116605945,0.00146993013476878,0.00306740661508907,0.00229683676525692,0.00206347200054105,0.00209995733391521,0.00332599183077623,0.00156381919610954,0.0020960493759728,0.00323518553796785,0.00166939067078136,0.00265550331414488,0.00138681050824565,0.00183607320165417,0.00292909481079028,0.00425225726529931,0.00182144349648994,0.00181614969430181,0.00333740235580627,0.00176087206288198,0.0023719522714456,0.00424839769659645,0.00280788269982398,0.0014928260792538,0.00209729246772345,0.00437521403266793,0.0019303271543519,0.00155997230526398,0.00196241193870433,0.00502835366905128
"8",2010-02-20,2010,7,0.00290263831114091,0.00382218331282862,0.00265362145060289,0.00526216007439806,0.00202997210964853,0.00252920593271801,0.00257592009450896,0.00305878387013511,0.0030627009351277,0.00221041209447723,0.0023212118043595,0.00180132483925819,0.00224585506313916,0.00227081036813521,0.00368117187047444,0.00249056268696062,0.00244262790062403,0.00249008866483156,0.0020187877466338,0.00150106804248419,0.00292891541232719,0.00220295160986661,0.00230743907810827,0.00175878540101042,0.00351883016585831,0.00218624879030966,0.0025759308306618,0.00291123599028743,0.00237048385934012,0.00248764692774525,0.00142946127758505,0.00233131947518491,0.00299061983555944,0.00421312490690429,0.00232497603288571,0.00259854930724638,0.00297425007073922,0.00157453679414102,0.00239024306753732,0.00393665190730975,0.00312396083561423,0.00217605229789534,0.00223776515399627,0.00400547093606409,0.00222186578421629,0.00195960769510991,0.00203383745554032,0.00393445772310415
"9",2010-02-27,2010,8,0.00384049109540475,0.00327229055785135,0.00324446055708114,0.0045178502150636,0.00195169044669404,0.00341030813214029,0.00321220431257697,0.00424830152139805,0.00239302868819421,0.00251079803072251,0.00278863988402248,0.00163513785538095,0.00231244443785078,0.00294832141114423,0.00533221407350166,0.00328392013879125,0.00304959823567264,0.00351613614166498,0.00209430417207002,0.0013313595022818,0.00402879871164813,0.00227291055093361,0.00220035391139881,0.0020509928237176,0.00270000929770518,0.00318297877057975,0.0031586682122037,0.00272930372191985,0.00298676048723778,0.0038717855712613,0.00158088805928484,0.00290849465726217,0.00314419059227128,0.00345203796231646,0.00275441258048814,0.00359278675889419,0.00441787079027139,0.00183495441367508,0.00304056851665438,0.00413878065742582,0.00233688615414584,0.00303214359056246,0.00314430154237916,0.00377039684620978,0.00300430389226694,0.00191414866708359,0.00180495745674522,0.00659214917353563
"10",2010-03-06,2010,9,0.00336949068606203,0.00394196053886747,0.00323314496663903,0.00454380922758384,0.00286338191265707,0.00296075945527899,0.00298408269412628,0.00333145020924364,0.00360669031381581,0.00256243328877478,0.00267702247401624,0.00244266660896178,0.00361848840427639,0.00267341047186743,0.00418065002963997,0.00261772261655785,0.00291629965524173,0.00299234279497926,0.0022373092561995,0.00232437589382727,0.00340665095971654,0.00264651490490033,0.00333724560060012,0.00337681427436809,0.00344024378558123,0.00270404503385704,0.00298091846743373,0.00339177030391434,0.00275824981565405,0.00290685220573193,0.00258577478149343,0.0027067583525047,0.00411804881085335,0.00412313527048118,0.00276246945257652,0.00304848286378685,0.00311202820683246,0.00300144779468351,0.00276355904001292,0.00497733178225551,0.00325660113166527,0.00263082297764473,0.00273283228192751,0.00443847043704141,0.00274765382766302,0.00228153151833626,0.00299534481453948,0.00453059155677503
