"","target_end_date","abbreviation","cases","location","state_name"
"2509",2022-04-16,"KY",96,14,"Kentucky"
"2510",2022-04-23,"KY",75,14,"Kentucky"
"2511",2022-04-30,"KY",94,14,"Kentucky"
"2512",2022-05-07,"KY",58,14,"Kentucky"
"2513",2022-05-14,"KY",42,14,"Kentucky"
"2514",2022-05-21,"KY",41,14,"Kentucky"
"2515",2022-05-28,"KY",22,14,"Kentucky"
"2516",2022-06-04,"KY",22,14,"Kentucky"
"2517",2022-06-11,"KY",17,14,"Kentucky"
"2518",2022-06-18,"KY",5,14,"Kentucky"
"2519",2022-06-25,"KY",11,14,"Kentucky"
"2520",2022-07-02,"KY",1,14,"Kentucky"
"2521",2022-07-09,"KY",6,14,"Kentucky"
"2522",2022-07-16,"KY",3,14,"Kentucky"
"2523",2022-07-23,"KY",1,14,"Kentucky"
"2524",2022-07-30,"KY",6,14,"Kentucky"
"2525",2022-08-06,"KY",1,14,"Kentucky"
"2526",2022-08-13,"KY",4,14,"Kentucky"
"2527",2022-08-20,"KY",3,14,"Kentucky"
"2528",2022-08-27,"KY",4,14,"Kentucky"
"2529",2022-09-03,"KY",4,14,"Kentucky"
"2530",2022-09-10,"KY",8,14,"Kentucky"
"2531",2022-09-17,"KY",5,14,"Kentucky"
"2532",2022-09-24,"KY",10,14,"Kentucky"
"2533",2022-10-01,"KY",4,14,"Kentucky"
"2534",2022-10-08,"KY",7,14,"Kentucky"
"2535",2022-10-15,"KY",23,14,"Kentucky"
"2536",2022-10-22,"KY",13,14,"Kentucky"
"2537",2022-10-29,"KY",66,14,"Kentucky"
"2538",2022-11-05,"KY",124,14,"Kentucky"
"2539",2022-11-12,"KY",223,14,"Kentucky"
"2540",2022-11-19,"KY",291,14,"Kentucky"
"2541",2022-11-26,"KY",521,14,"Kentucky"
"2542",2022-12-03,"KY",839,14,"Kentucky"
"2543",2022-12-10,"KY",673,14,"Kentucky"
"2544",2022-12-17,"KY",424,14,"Kentucky"
"2545",2022-12-24,"KY",281,14,"Kentucky"
"2546",2022-12-31,"KY",243,14,"Kentucky"
"2547",2023-01-07,"KY",133,14,"Kentucky"
"2548",2023-01-14,"KY",63,14,"Kentucky"
"2549",2023-01-21,"KY",35,14,"Kentucky"
"2550",2023-01-28,"KY",32,14,"Kentucky"
"2551",2023-02-04,"KY",16,14,"Kentucky"
"2552",2023-02-11,"KY",29,14,"Kentucky"
"2553",2023-02-18,"KY",22,14,"Kentucky"
"2554",2023-02-25,"KY",7,14,"Kentucky"
"2555",2023-03-04,"KY",11,14,"Kentucky"
"2556",2023-03-11,"KY",15,14,"Kentucky"
"2557",2023-03-18,"KY",26,14,"Kentucky"
"2558",2023-03-25,"KY",14,14,"Kentucky"
"2559",2023-04-01,"KY",16,14,"Kentucky"
"2560",2023-04-08,"KY",19,14,"Kentucky"
"2561",2023-04-15,"KY",14,14,"Kentucky"
"2562",2023-04-22,"KY",12,14,"Kentucky"
"2563",2023-04-29,"KY",4,14,"Kentucky"
"2564",2023-05-06,"KY",16,14,"Kentucky"
"2565",2023-05-13,"KY",15,14,"Kentucky"
"2566",2023-05-20,"KY",11,14,"Kentucky"
"2567",2023-05-27,"KY",11,14,"Kentucky"
"2568",2023-06-03,"KY",5,14,"Kentucky"
"2569",2023-06-10,"KY",5,14,"Kentucky"
"2570",2023-06-17,"KY",8,14,"Kentucky"
"2571",2023-06-24,"KY",6,14,"Kentucky"
"2572",2023-07-01,"KY",5,14,"Kentucky"
"2573",2023-07-08,"KY",8,14,"Kentucky"
"2574",2023-07-15,"KY",6,14,"Kentucky"
"2575",2023-07-22,"KY",3,14,"Kentucky"
"2576",2023-07-29,"KY",9,14,"Kentucky"
"2577",2023-08-05,"KY",9,14,"Kentucky"
"2578",2023-08-12,"KY",5,14,"Kentucky"
"2579",2023-08-19,"KY",11,14,"Kentucky"
"2580",2023-08-26,"KY",6,14,"Kentucky"
"2581",2023-09-02,"KY",10,14,"Kentucky"
"2582",2023-09-09,"KY",19,14,"Kentucky"
"2583",2023-09-16,"KY",5,14,"Kentucky"
"2584",2023-09-23,"KY",11,14,"Kentucky"
"2585",2023-09-30,"KY",14,14,"Kentucky"
"2586",2023-10-07,"KY",12,14,"Kentucky"
"2587",2023-10-14,"KY",21,14,"Kentucky"
"2588",2023-10-21,"KY",20,14,"Kentucky"
"2589",2023-10-28,"KY",22,14,"Kentucky"
"2590",2023-11-04,"KY",21,14,"Kentucky"
"2591",2023-11-11,"KY",31,14,"Kentucky"
"2592",2023-11-18,"KY",18,14,"Kentucky"
"2593",2023-11-25,"KY",34,14,"Kentucky"
"2594",2023-12-02,"KY",54,14,"Kentucky"
"2595",2023-12-09,"KY",47,14,"Kentucky"
"2596",2023-12-16,"KY",84,14,"Kentucky"
"2597",2023-12-23,"KY",135,14,"Kentucky"
"2598",2023-12-30,"KY",255,14,"Kentucky"
"2599",2024-01-06,"KY",292,14,"Kentucky"
"2600",2024-01-13,"KY",238,14,"Kentucky"
"2601",2024-01-20,"KY",197,14,"Kentucky"
"2602",2024-01-27,"KY",246,14,"Kentucky"
"2603",2024-02-03,"KY",221,14,"Kentucky"
"2604",2024-02-10,"KY",284,14,"Kentucky"
"2605",2024-02-17,"KY",281,14,"Kentucky"
"2606",2024-02-24,"KY",278,14,"Kentucky"
"2607",2024-03-02,"KY",278,14,"Kentucky"
"2608",2024-03-09,"KY",188,14,"Kentucky"
"2609",2024-03-16,"KY",138,14,"Kentucky"
"2610",2024-03-23,"KY",129,14,"Kentucky"
"2611",2024-03-30,"KY",119,14,"Kentucky"
"2612",2024-04-06,"KY",100,14,"Kentucky"
"2613",2024-04-13,"KY",67,14,"Kentucky"
"2614",2024-04-20,"KY",45,14,"Kentucky"
"2615",2024-04-27,"KY",24,14,"Kentucky"
"2616",2024-05-04,"KY",9,14,"Kentucky"
"2617",2024-05-11,"KY",3,14,"Kentucky"
"2618",2024-05-18,"KY",5,14,"Kentucky"
"2619",2020-10-24,"LA",0,15,"Louisiana"
"2620",2020-10-31,"LA",0,15,"Louisiana"
"2621",2020-11-07,"LA",3,15,"Louisiana"
"2622",2020-11-14,"LA",10,15,"Louisiana"
"2623",2020-11-21,"LA",3,15,"Louisiana"
"2624",2020-11-28,"LA",5,15,"Louisiana"
"2625",2020-12-05,"LA",4,15,"Louisiana"
"2626",2020-12-12,"LA",13,15,"Louisiana"
"2627",2020-12-19,"LA",9,15,"Louisiana"
"2628",2020-12-26,"LA",7,15,"Louisiana"
"2629",2021-01-02,"LA",7,15,"Louisiana"
"2630",2021-01-09,"LA",2,15,"Louisiana"
"2631",2021-01-16,"LA",1,15,"Louisiana"
"2632",2021-01-23,"LA",6,15,"Louisiana"
"2633",2021-01-30,"LA",10,15,"Louisiana"
"2634",2021-02-06,"LA",4,15,"Louisiana"
"2635",2021-02-13,"LA",5,15,"Louisiana"
"2636",2021-02-20,"LA",3,15,"Louisiana"
"2637",2021-02-27,"LA",8,15,"Louisiana"
"2638",2021-03-06,"LA",5,15,"Louisiana"
"2639",2021-03-13,"LA",6,15,"Louisiana"
"2640",2021-03-20,"LA",1,15,"Louisiana"
"2641",2021-03-27,"LA",4,15,"Louisiana"
"2642",2021-04-03,"LA",4,15,"Louisiana"
"2643",2021-04-10,"LA",5,15,"Louisiana"
"2644",2021-04-17,"LA",3,15,"Louisiana"
"2645",2021-04-24,"LA",5,15,"Louisiana"
"2646",2021-05-01,"LA",1,15,"Louisiana"
"2647",2021-05-08,"LA",2,15,"Louisiana"
"2648",2021-05-15,"LA",2,15,"Louisiana"
"2649",2021-05-22,"LA",4,15,"Louisiana"
"2650",2021-05-29,"LA",6,15,"Louisiana"
"2651",2021-06-05,"LA",9,15,"Louisiana"
"2652",2021-06-12,"LA",6,15,"Louisiana"
"2653",2021-06-19,"LA",3,15,"Louisiana"
"2654",2021-06-26,"LA",4,15,"Louisiana"
"2655",2021-07-03,"LA",3,15,"Louisiana"
"2656",2021-07-10,"LA",10,15,"Louisiana"
"2657",2021-07-17,"LA",13,15,"Louisiana"
"2658",2021-07-24,"LA",1,15,"Louisiana"
"2659",2021-07-31,"LA",12,15,"Louisiana"
"2660",2021-08-07,"LA",17,15,"Louisiana"
"2661",2021-08-14,"LA",7,15,"Louisiana"
"2662",2021-08-21,"LA",1,15,"Louisiana"
"2663",2021-08-28,"LA",8,15,"Louisiana"
"2664",2021-09-04,"LA",5,15,"Louisiana"
"2665",2021-09-11,"LA",2,15,"Louisiana"
"2666",2021-09-18,"LA",3,15,"Louisiana"
"2667",2021-09-25,"LA",4,15,"Louisiana"
"2668",2021-10-02,"LA",9,15,"Louisiana"
"2669",2021-10-09,"LA",3,15,"Louisiana"
"2670",2021-10-16,"LA",12,15,"Louisiana"
"2671",2021-10-23,"LA",9,15,"Louisiana"
"2672",2021-10-30,"LA",1,15,"Louisiana"
"2673",2021-11-06,"LA",6,15,"Louisiana"
"2674",2021-11-13,"LA",8,15,"Louisiana"
"2675",2021-11-20,"LA",1,15,"Louisiana"
"2676",2021-11-27,"LA",3,15,"Louisiana"
"2677",2021-12-04,"LA",15,15,"Louisiana"
"2678",2021-12-11,"LA",27,15,"Louisiana"
"2679",2021-12-18,"LA",35,15,"Louisiana"
"2680",2021-12-25,"LA",35,15,"Louisiana"
"2681",2022-01-01,"LA",64,15,"Louisiana"
"2682",2022-01-08,"LA",25,15,"Louisiana"
"2683",2022-01-15,"LA",12,15,"Louisiana"
"2684",2022-01-22,"LA",3,15,"Louisiana"
"2685",2022-01-29,"LA",12,15,"Louisiana"
"2686",2022-02-05,"LA",25,15,"Louisiana"
"2687",2022-02-12,"LA",19,15,"Louisiana"
"2688",2022-02-19,"LA",39,15,"Louisiana"
"2689",2022-02-26,"LA",33,15,"Louisiana"
"2690",2022-03-05,"LA",27,15,"Louisiana"
"2691",2022-03-12,"LA",35,15,"Louisiana"
"2692",2022-03-19,"LA",41,15,"Louisiana"
"2693",2022-03-26,"LA",42,15,"Louisiana"
"2694",2022-04-02,"LA",41,15,"Louisiana"
"2695",2022-04-09,"LA",24,15,"Louisiana"
"2696",2022-04-16,"LA",40,15,"Louisiana"
"2697",2022-04-23,"LA",41,15,"Louisiana"
"2698",2022-04-30,"LA",17,15,"Louisiana"
"2699",2022-05-07,"LA",21,15,"Louisiana"
"2700",2022-05-14,"LA",16,15,"Louisiana"
"2701",2022-05-21,"LA",20,15,"Louisiana"
"2702",2022-05-28,"LA",9,15,"Louisiana"
"2703",2022-06-04,"LA",11,15,"Louisiana"
"2704",2022-06-11,"LA",22,15,"Louisiana"
"2705",2022-06-18,"LA",8,15,"Louisiana"
"2706",2022-06-25,"LA",7,15,"Louisiana"
"2707",2022-07-02,"LA",5,15,"Louisiana"
"2708",2022-07-09,"LA",0,15,"Louisiana"
"2709",2022-07-16,"LA",3,15,"Louisiana"
"2710",2022-07-23,"LA",15,15,"Louisiana"
"2711",2022-07-30,"LA",2,15,"Louisiana"
"2712",2022-08-06,"LA",5,15,"Louisiana"
"2713",2022-08-13,"LA",6,15,"Louisiana"
"2714",2022-08-20,"LA",7,15,"Louisiana"
"2715",2022-08-27,"LA",7,15,"Louisiana"
"2716",2022-09-03,"LA",8,15,"Louisiana"
"2717",2022-09-10,"LA",14,15,"Louisiana"
"2718",2022-09-17,"LA",18,15,"Louisiana"
"2719",2022-09-24,"LA",18,15,"Louisiana"
"2720",2022-10-01,"LA",28,15,"Louisiana"
"2721",2022-10-08,"LA",41,15,"Louisiana"
"2722",2022-10-15,"LA",66,15,"Louisiana"
"2723",2022-10-22,"LA",83,15,"Louisiana"
"2724",2022-10-29,"LA",161,15,"Louisiana"
"2725",2022-11-05,"LA",159,15,"Louisiana"
"2726",2022-11-12,"LA",149,15,"Louisiana"
"2727",2022-11-19,"LA",157,15,"Louisiana"
"2728",2022-11-26,"LA",198,15,"Louisiana"
"2729",2022-12-03,"LA",276,15,"Louisiana"
"2730",2022-12-10,"LA",248,15,"Louisiana"
"2731",2022-12-17,"LA",136,15,"Louisiana"
"2732",2022-12-24,"LA",155,15,"Louisiana"
"2733",2022-12-31,"LA",165,15,"Louisiana"
"2734",2023-01-07,"LA",172,15,"Louisiana"
"2735",2023-01-14,"LA",85,15,"Louisiana"
"2736",2023-01-21,"LA",83,15,"Louisiana"
"2737",2023-01-28,"LA",42,15,"Louisiana"
"2738",2023-02-04,"LA",34,15,"Louisiana"
"2739",2023-02-11,"LA",50,15,"Louisiana"
"2740",2023-02-18,"LA",33,15,"Louisiana"
"2741",2023-02-25,"LA",22,15,"Louisiana"
"2742",2023-03-04,"LA",25,15,"Louisiana"
"2743",2023-03-11,"LA",22,15,"Louisiana"
"2744",2023-03-18,"LA",17,15,"Louisiana"
"2745",2023-03-25,"LA",23,15,"Louisiana"
"2746",2023-04-01,"LA",27,15,"Louisiana"
"2747",2023-04-08,"LA",18,15,"Louisiana"
"2748",2023-04-15,"LA",14,15,"Louisiana"
"2749",2023-04-22,"LA",21,15,"Louisiana"
"2750",2023-04-29,"LA",20,15,"Louisiana"
"2751",2023-05-06,"LA",10,15,"Louisiana"
"2752",2023-05-13,"LA",18,15,"Louisiana"
"2753",2023-05-20,"LA",17,15,"Louisiana"
"2754",2023-05-27,"LA",11,15,"Louisiana"
"2755",2023-06-03,"LA",14,15,"Louisiana"
"2756",2023-06-10,"LA",14,15,"Louisiana"
"2757",2023-06-17,"LA",10,15,"Louisiana"
"2758",2023-06-24,"LA",8,15,"Louisiana"
"2759",2023-07-01,"LA",16,15,"Louisiana"
"2760",2023-07-08,"LA",13,15,"Louisiana"
"2761",2023-07-15,"LA",6,15,"Louisiana"
"2762",2023-07-22,"LA",7,15,"Louisiana"
"2763",2023-07-29,"LA",12,15,"Louisiana"
"2764",2023-08-05,"LA",11,15,"Louisiana"
"2765",2023-08-12,"LA",7,15,"Louisiana"
"2766",2023-08-19,"LA",11,15,"Louisiana"
"2767",2023-08-26,"LA",10,15,"Louisiana"
"2768",2023-09-02,"LA",14,15,"Louisiana"
"2769",2023-09-09,"LA",11,15,"Louisiana"
"2770",2023-09-16,"LA",13,15,"Louisiana"
"2771",2023-09-23,"LA",18,15,"Louisiana"
"2772",2023-09-30,"LA",16,15,"Louisiana"
"2773",2023-10-07,"LA",19,15,"Louisiana"
"2774",2023-10-14,"LA",28,15,"Louisiana"
"2775",2023-10-21,"LA",31,15,"Louisiana"
"2776",2023-10-28,"LA",45,15,"Louisiana"
"2777",2023-11-04,"LA",40,15,"Louisiana"
"2778",2023-11-11,"LA",65,15,"Louisiana"
"2779",2023-11-18,"LA",96,15,"Louisiana"
"2780",2023-11-25,"LA",114,15,"Louisiana"
"2781",2023-12-02,"LA",121,15,"Louisiana"
"2782",2023-12-09,"LA",154,15,"Louisiana"
"2783",2023-12-16,"LA",176,15,"Louisiana"
"2784",2023-12-23,"LA",303,15,"Louisiana"
"2785",2023-12-30,"LA",378,15,"Louisiana"
"2786",2024-01-06,"LA",302,15,"Louisiana"
"2787",2024-01-13,"LA",246,15,"Louisiana"
"2788",2024-01-20,"LA",141,15,"Louisiana"
"2789",2024-01-27,"LA",125,15,"Louisiana"
"2790",2024-02-03,"LA",121,15,"Louisiana"
"2791",2024-02-10,"LA",94,15,"Louisiana"
"2792",2024-02-17,"LA",84,15,"Louisiana"
"2793",2024-02-24,"LA",92,15,"Louisiana"
"2794",2024-03-02,"LA",74,15,"Louisiana"
"2795",2024-03-09,"LA",54,15,"Louisiana"
"2796",2024-03-16,"LA",34,15,"Louisiana"
"2797",2024-03-23,"LA",26,15,"Louisiana"
"2798",2024-03-30,"LA",42,15,"Louisiana"
"2799",2024-04-06,"LA",29,15,"Louisiana"
"2800",2024-04-13,"LA",29,15,"Louisiana"
"2801",2024-04-20,"LA",24,15,"Louisiana"
"2802",2024-04-27,"LA",16,15,"Louisiana"
"2803",2024-05-04,"LA",9,15,"Louisiana"
"2804",2024-05-11,"LA",8,15,"Louisiana"
"2805",2024-05-18,"LA",3,15,"Louisiana"
"2806",2020-10-24,"ME",0,16,"Maine"
"2807",2020-10-31,"ME",0,16,"Maine"
"2808",2020-11-07,"ME",0,16,"Maine"
"2809",2020-11-14,"ME",0,16,"Maine"
"2810",2020-11-21,"ME",0,16,"Maine"
"2811",2020-11-28,"ME",0,16,"Maine"
"2812",2020-12-05,"ME",0,16,"Maine"
"2813",2020-12-12,"ME",0,16,"Maine"
"2814",2020-12-19,"ME",0,16,"Maine"
"2815",2020-12-26,"ME",0,16,"Maine"
"2816",2021-01-02,"ME",0,16,"Maine"
"2817",2021-01-09,"ME",0,16,"Maine"
"2818",2021-01-16,"ME",0,16,"Maine"
"2819",2021-01-23,"ME",0,16,"Maine"
"2820",2021-01-30,"ME",0,16,"Maine"
"2821",2021-02-06,"ME",0,16,"Maine"
"2822",2021-02-13,"ME",1,16,"Maine"
"2823",2021-02-20,"ME",1,16,"Maine"
"2824",2021-02-27,"ME",0,16,"Maine"
"2825",2021-03-06,"ME",2,16,"Maine"
"2826",2021-03-13,"ME",0,16,"Maine"
"2827",2021-03-20,"ME",1,16,"Maine"
"2828",2021-03-27,"ME",0,16,"Maine"
"2829",2021-04-03,"ME",0,16,"Maine"
"2830",2021-04-10,"ME",0,16,"Maine"
"2831",2021-04-17,"ME",0,16,"Maine"
"2832",2021-04-24,"ME",0,16,"Maine"
"2833",2021-05-01,"ME",0,16,"Maine"
"2834",2021-05-08,"ME",1,16,"Maine"
"2835",2021-05-15,"ME",0,16,"Maine"
"2836",2021-05-22,"ME",0,16,"Maine"
"2837",2021-05-29,"ME",0,16,"Maine"
"2838",2021-06-05,"ME",0,16,"Maine"
"2839",2021-06-12,"ME",0,16,"Maine"
"2840",2021-06-19,"ME",0,16,"Maine"
"2841",2021-06-26,"ME",0,16,"Maine"
"2842",2021-07-03,"ME",0,16,"Maine"
"2843",2021-07-10,"ME",0,16,"Maine"
"2844",2021-07-17,"ME",0,16,"Maine"
"2845",2021-07-24,"ME",0,16,"Maine"
"2846",2021-07-31,"ME",0,16,"Maine"
"2847",2021-08-07,"ME",0,16,"Maine"
"2848",2021-08-14,"ME",0,16,"Maine"
"2849",2021-08-21,"ME",0,16,"Maine"
"2850",2021-08-28,"ME",0,16,"Maine"
"2851",2021-09-04,"ME",0,16,"Maine"
"2852",2021-09-11,"ME",0,16,"Maine"
"2853",2021-09-18,"ME",0,16,"Maine"
"2854",2021-09-25,"ME",0,16,"Maine"
"2855",2021-10-02,"ME",0,16,"Maine"
"2856",2021-10-09,"ME",0,16,"Maine"
"2857",2021-10-16,"ME",0,16,"Maine"
"2858",2021-10-23,"ME",0,16,"Maine"
"2859",2021-10-30,"ME",0,16,"Maine"
"2860",2021-11-06,"ME",0,16,"Maine"
"2861",2021-11-13,"ME",0,16,"Maine"
"2862",2021-11-20,"ME",0,16,"Maine"
"2863",2021-11-27,"ME",0,16,"Maine"
"2864",2021-12-04,"ME",6,16,"Maine"
"2865",2021-12-11,"ME",2,16,"Maine"
"2866",2021-12-18,"ME",1,16,"Maine"
"2867",2021-12-25,"ME",1,16,"Maine"
"2868",2022-01-01,"ME",2,16,"Maine"
"2869",2022-01-08,"ME",4,16,"Maine"
"2870",2022-01-15,"ME",0,16,"Maine"
"2871",2022-01-22,"ME",0,16,"Maine"
"2872",2022-01-29,"ME",1,16,"Maine"
"2873",2022-02-05,"ME",3,16,"Maine"
"2874",2022-02-12,"ME",5,16,"Maine"
"2875",2022-02-19,"ME",5,16,"Maine"
"2876",2022-02-26,"ME",2,16,"Maine"
"2877",2022-03-05,"ME",2,16,"Maine"
"2878",2022-03-12,"ME",2,16,"Maine"
"2879",2022-03-19,"ME",1,16,"Maine"
"2880",2022-03-26,"ME",3,16,"Maine"
"2881",2022-04-02,"ME",9,16,"Maine"
"2882",2022-04-09,"ME",11,16,"Maine"
"2883",2022-04-16,"ME",15,16,"Maine"
"2884",2022-04-23,"ME",20,16,"Maine"
"2885",2022-04-30,"ME",30,16,"Maine"
"2886",2022-05-07,"ME",8,16,"Maine"
"2887",2022-05-14,"ME",37,16,"Maine"
"2888",2022-05-21,"ME",36,16,"Maine"
"2889",2022-05-28,"ME",15,16,"Maine"
"2890",2022-06-04,"ME",12,16,"Maine"
"2891",2022-06-11,"ME",17,16,"Maine"
"2892",2022-06-18,"ME",3,16,"Maine"
"2893",2022-06-25,"ME",5,16,"Maine"
"2894",2022-07-02,"ME",2,16,"Maine"
"2895",2022-07-09,"ME",1,16,"Maine"
"2896",2022-07-16,"ME",0,16,"Maine"
"2897",2022-07-23,"ME",1,16,"Maine"
"2898",2022-07-30,"ME",0,16,"Maine"
"2899",2022-08-06,"ME",0,16,"Maine"
"2900",2022-08-13,"ME",2,16,"Maine"
"2901",2022-08-20,"ME",0,16,"Maine"
"2902",2022-08-27,"ME",0,16,"Maine"
"2903",2022-09-03,"ME",0,16,"Maine"
"2904",2022-09-10,"ME",0,16,"Maine"
"2905",2022-09-17,"ME",0,16,"Maine"
"2906",2022-09-24,"ME",0,16,"Maine"
"2907",2022-10-01,"ME",0,16,"Maine"
"2908",2022-10-08,"ME",1,16,"Maine"
"2909",2022-10-15,"ME",0,16,"Maine"
"2910",2022-10-22,"ME",0,16,"Maine"
"2911",2022-10-29,"ME",3,16,"Maine"
"2912",2022-11-05,"ME",3,16,"Maine"
"2913",2022-11-12,"ME",8,16,"Maine"
"2914",2022-11-19,"ME",14,16,"Maine"
"2915",2022-11-26,"ME",33,16,"Maine"
"2916",2022-12-03,"ME",100,16,"Maine"
"2917",2022-12-10,"ME",119,16,"Maine"
"2918",2022-12-17,"ME",182,16,"Maine"
"2919",2022-12-24,"ME",211,16,"Maine"
"2920",2022-12-31,"ME",192,16,"Maine"
"2921",2023-01-07,"ME",126,16,"Maine"
"2922",2023-01-14,"ME",57,16,"Maine"
"2923",2023-01-21,"ME",29,16,"Maine"
"2924",2023-01-28,"ME",14,16,"Maine"
"2925",2023-02-04,"ME",10,16,"Maine"
"2926",2023-02-11,"ME",6,16,"Maine"
"2927",2023-02-18,"ME",4,16,"Maine"
"2928",2023-02-25,"ME",0,16,"Maine"
"2929",2023-03-04,"ME",4,16,"Maine"
"2930",2023-03-11,"ME",0,16,"Maine"
"2931",2023-03-18,"ME",5,16,"Maine"
"2932",2023-03-25,"ME",1,16,"Maine"
"2933",2023-04-01,"ME",4,16,"Maine"
"2934",2023-04-08,"ME",3,16,"Maine"
"2935",2023-04-15,"ME",0,16,"Maine"
"2936",2023-04-22,"ME",5,16,"Maine"
"2937",2023-04-29,"ME",0,16,"Maine"
"2938",2023-05-06,"ME",2,16,"Maine"
"2939",2023-05-13,"ME",4,16,"Maine"
"2940",2023-05-20,"ME",5,16,"Maine"
"2941",2023-05-27,"ME",2,16,"Maine"
"2942",2023-06-03,"ME",3,16,"Maine"
"2943",2023-06-10,"ME",1,16,"Maine"
"2944",2023-06-17,"ME",0,16,"Maine"
"2945",2023-06-24,"ME",1,16,"Maine"
"2946",2023-07-01,"ME",2,16,"Maine"
"2947",2023-07-08,"ME",3,16,"Maine"
"2948",2023-07-15,"ME",0,16,"Maine"
"2949",2023-07-22,"ME",1,16,"Maine"
"2950",2023-07-29,"ME",3,16,"Maine"
"2951",2023-08-05,"ME",2,16,"Maine"
"2952",2023-08-12,"ME",0,16,"Maine"
"2953",2023-08-19,"ME",2,16,"Maine"
"2954",2023-08-26,"ME",0,16,"Maine"
"2955",2023-09-02,"ME",0,16,"Maine"
"2956",2023-09-09,"ME",0,16,"Maine"
"2957",2023-09-16,"ME",0,16,"Maine"
"2958",2023-09-23,"ME",1,16,"Maine"
"2959",2023-09-30,"ME",0,16,"Maine"
"2960",2023-10-07,"ME",5,16,"Maine"
"2961",2023-10-14,"ME",4,16,"Maine"
"2962",2023-10-21,"ME",2,16,"Maine"
"2963",2023-10-28,"ME",4,16,"Maine"
"2964",2023-11-04,"ME",1,16,"Maine"
"2965",2023-11-11,"ME",4,16,"Maine"
"2966",2023-11-18,"ME",2,16,"Maine"
"2967",2023-11-25,"ME",9,16,"Maine"
"2968",2023-12-02,"ME",9,16,"Maine"
"2969",2023-12-09,"ME",15,16,"Maine"
"2970",2023-12-16,"ME",19,16,"Maine"
"2971",2023-12-23,"ME",16,16,"Maine"
"2972",2023-12-30,"ME",50,16,"Maine"
"2973",2024-01-06,"ME",58,16,"Maine"
"2974",2024-01-13,"ME",45,16,"Maine"
"2975",2024-01-20,"ME",40,16,"Maine"
"2976",2024-01-27,"ME",33,16,"Maine"
"2977",2024-02-03,"ME",65,16,"Maine"
"2978",2024-02-10,"ME",77,16,"Maine"
"2979",2024-02-17,"ME",86,16,"Maine"
"2980",2024-02-24,"ME",69,16,"Maine"
"2981",2024-03-02,"ME",64,16,"Maine"
"2982",2024-03-09,"ME",50,16,"Maine"
"2983",2024-03-16,"ME",32,16,"Maine"
"2984",2024-03-23,"ME",26,16,"Maine"
"2985",2024-03-30,"ME",23,16,"Maine"
"2986",2024-04-06,"ME",24,16,"Maine"
"2987",2024-04-13,"ME",15,16,"Maine"
"2988",2024-04-20,"ME",16,16,"Maine"
"2989",2024-04-27,"ME",14,16,"Maine"
"2990",2024-05-04,"ME",9,16,"Maine"
"2991",2024-05-11,"ME",8,16,"Maine"
"2992",2024-05-18,"ME",3,16,"Maine"
"2993",2020-10-24,"MD",0,17,"Maryland"
"2994",2020-10-31,"MD",1,17,"Maryland"
"2995",2020-11-07,"MD",2,17,"Maryland"
"2996",2020-11-14,"MD",3,17,"Maryland"
"2997",2020-11-21,"MD",4,17,"Maryland"
"2998",2020-11-28,"MD",3,17,"Maryland"
"2999",2020-12-05,"MD",0,17,"Maryland"
"3000",2020-12-12,"MD",0,17,"Maryland"
"3001",2020-12-19,"MD",2,17,"Maryland"
"3002",2020-12-26,"MD",2,17,"Maryland"
"3003",2021-01-02,"MD",4,17,"Maryland"
"3004",2021-01-09,"MD",10,17,"Maryland"
"3005",2021-01-16,"MD",4,17,"Maryland"
"3006",2021-01-23,"MD",3,17,"Maryland"
"3007",2021-01-30,"MD",4,17,"Maryland"
"3008",2021-02-06,"MD",0,17,"Maryland"
"3009",2021-02-13,"MD",1,17,"Maryland"
"3010",2021-02-20,"MD",1,17,"Maryland"
"3011",2021-02-27,"MD",1,17,"Maryland"
"3012",2021-03-06,"MD",1,17,"Maryland"
"3013",2021-03-13,"MD",3,17,"Maryland"
"3014",2021-03-20,"MD",0,17,"Maryland"
"3015",2021-03-27,"MD",1,17,"Maryland"
"3016",2021-04-03,"MD",1,17,"Maryland"
"3017",2021-04-10,"MD",0,17,"Maryland"
"3018",2021-04-17,"MD",1,17,"Maryland"
"3019",2021-04-24,"MD",0,17,"Maryland"
"3020",2021-05-01,"MD",0,17,"Maryland"
"3021",2021-05-08,"MD",1,17,"Maryland"
"3022",2021-05-15,"MD",1,17,"Maryland"
"3023",2021-05-22,"MD",0,17,"Maryland"
"3024",2021-05-29,"MD",0,17,"Maryland"
"3025",2021-06-05,"MD",0,17,"Maryland"
"3026",2021-06-12,"MD",1,17,"Maryland"
"3027",2021-06-19,"MD",1,17,"Maryland"
"3028",2021-06-26,"MD",2,17,"Maryland"
"3029",2021-07-03,"MD",1,17,"Maryland"
"3030",2021-07-10,"MD",0,17,"Maryland"
"3031",2021-07-17,"MD",0,17,"Maryland"
"3032",2021-07-24,"MD",0,17,"Maryland"
"3033",2021-07-31,"MD",0,17,"Maryland"
"3034",2021-08-07,"MD",0,17,"Maryland"
"3035",2021-08-14,"MD",0,17,"Maryland"
"3036",2021-08-21,"MD",0,17,"Maryland"
"3037",2021-08-28,"MD",0,17,"Maryland"
"3038",2021-09-04,"MD",0,17,"Maryland"
"3039",2021-09-11,"MD",0,17,"Maryland"
"3040",2021-09-18,"MD",0,17,"Maryland"
"3041",2021-09-25,"MD",0,17,"Maryland"
