"","target_end_date","abbreviation","cases","location","state_name"
"4037",2022-11-26,"MO",497,22,"Missouri"
"4038",2022-12-03,"MO",859,22,"Missouri"
"4039",2022-12-10,"MO",833,22,"Missouri"
"4040",2022-12-17,"MO",748,22,"Missouri"
"4041",2022-12-24,"MO",559,22,"Missouri"
"4042",2022-12-31,"MO",636,22,"Missouri"
"4043",2023-01-07,"MO",405,22,"Missouri"
"4044",2023-01-14,"MO",195,22,"Missouri"
"4045",2023-01-21,"MO",101,22,"Missouri"
"4046",2023-01-28,"MO",73,22,"Missouri"
"4047",2023-02-04,"MO",50,22,"Missouri"
"4048",2023-02-11,"MO",41,22,"Missouri"
"4049",2023-02-18,"MO",42,22,"Missouri"
"4050",2023-02-25,"MO",36,22,"Missouri"
"4051",2023-03-04,"MO",39,22,"Missouri"
"4052",2023-03-11,"MO",35,22,"Missouri"
"4053",2023-03-18,"MO",24,22,"Missouri"
"4054",2023-03-25,"MO",32,22,"Missouri"
"4055",2023-04-01,"MO",29,22,"Missouri"
"4056",2023-04-08,"MO",29,22,"Missouri"
"4057",2023-04-15,"MO",18,22,"Missouri"
"4058",2023-04-22,"MO",19,22,"Missouri"
"4059",2023-04-29,"MO",26,22,"Missouri"
"4060",2023-05-06,"MO",27,22,"Missouri"
"4061",2023-05-13,"MO",21,22,"Missouri"
"4062",2023-05-20,"MO",22,22,"Missouri"
"4063",2023-05-27,"MO",8,22,"Missouri"
"4064",2023-06-03,"MO",8,22,"Missouri"
"4065",2023-06-10,"MO",9,22,"Missouri"
"4066",2023-06-17,"MO",10,22,"Missouri"
"4067",2023-06-24,"MO",12,22,"Missouri"
"4068",2023-07-01,"MO",7,22,"Missouri"
"4069",2023-07-08,"MO",3,22,"Missouri"
"4070",2023-07-15,"MO",13,22,"Missouri"
"4071",2023-07-22,"MO",20,22,"Missouri"
"4072",2023-07-29,"MO",10,22,"Missouri"
"4073",2023-08-05,"MO",4,22,"Missouri"
"4074",2023-08-12,"MO",9,22,"Missouri"
"4075",2023-08-19,"MO",11,22,"Missouri"
"4076",2023-08-26,"MO",7,22,"Missouri"
"4077",2023-09-02,"MO",5,22,"Missouri"
"4078",2023-09-09,"MO",12,22,"Missouri"
"4079",2023-09-16,"MO",8,22,"Missouri"
"4080",2023-09-23,"MO",16,22,"Missouri"
"4081",2023-09-30,"MO",12,22,"Missouri"
"4082",2023-10-07,"MO",24,22,"Missouri"
"4083",2023-10-14,"MO",25,22,"Missouri"
"4084",2023-10-21,"MO",17,22,"Missouri"
"4085",2023-10-28,"MO",17,22,"Missouri"
"4086",2023-11-04,"MO",23,22,"Missouri"
"4087",2023-11-11,"MO",40,22,"Missouri"
"4088",2023-11-18,"MO",39,22,"Missouri"
"4089",2023-11-25,"MO",58,22,"Missouri"
"4090",2023-12-02,"MO",83,22,"Missouri"
"4091",2023-12-09,"MO",139,22,"Missouri"
"4092",2023-12-16,"MO",153,22,"Missouri"
"4093",2023-12-23,"MO",222,22,"Missouri"
"4094",2023-12-30,"MO",369,22,"Missouri"
"4095",2024-01-06,"MO",343,22,"Missouri"
"4096",2024-01-13,"MO",316,22,"Missouri"
"4097",2024-01-20,"MO",265,22,"Missouri"
"4098",2024-01-27,"MO",270,22,"Missouri"
"4099",2024-02-03,"MO",300,22,"Missouri"
"4100",2024-02-10,"MO",342,22,"Missouri"
"4101",2024-02-17,"MO",350,22,"Missouri"
"4102",2024-02-24,"MO",453,22,"Missouri"
"4103",2024-03-02,"MO",439,22,"Missouri"
"4104",2024-03-09,"MO",404,22,"Missouri"
"4105",2024-03-16,"MO",280,22,"Missouri"
"4106",2024-03-23,"MO",192,22,"Missouri"
"4107",2024-03-30,"MO",192,22,"Missouri"
"4108",2024-04-06,"MO",146,22,"Missouri"
"4109",2024-04-13,"MO",106,22,"Missouri"
"4110",2024-04-20,"MO",74,22,"Missouri"
"4111",2024-04-27,"MO",59,22,"Missouri"
"4112",2024-05-04,"MO",33,22,"Missouri"
"4113",2024-05-11,"MO",16,22,"Missouri"
"4114",2024-05-18,"MO",11,22,"Missouri"
"4115",2020-10-24,"MT",0,23,"Montana"
"4116",2020-10-31,"MT",1,23,"Montana"
"4117",2020-11-07,"MT",1,23,"Montana"
"4118",2020-11-14,"MT",1,23,"Montana"
"4119",2020-11-21,"MT",1,23,"Montana"
"4120",2020-11-28,"MT",0,23,"Montana"
"4121",2020-12-05,"MT",0,23,"Montana"
"4122",2020-12-12,"MT",0,23,"Montana"
"4123",2020-12-19,"MT",1,23,"Montana"
"4124",2020-12-26,"MT",0,23,"Montana"
"4125",2021-01-02,"MT",0,23,"Montana"
"4126",2021-01-09,"MT",0,23,"Montana"
"4127",2021-01-16,"MT",0,23,"Montana"
"4128",2021-01-23,"MT",0,23,"Montana"
"4129",2021-01-30,"MT",0,23,"Montana"
"4130",2021-02-06,"MT",0,23,"Montana"
"4131",2021-02-13,"MT",0,23,"Montana"
"4132",2021-02-20,"MT",0,23,"Montana"
"4133",2021-02-27,"MT",1,23,"Montana"
"4134",2021-03-06,"MT",0,23,"Montana"
"4135",2021-03-13,"MT",0,23,"Montana"
"4136",2021-03-20,"MT",0,23,"Montana"
"4137",2021-03-27,"MT",0,23,"Montana"
"4138",2021-04-03,"MT",0,23,"Montana"
"4139",2021-04-10,"MT",1,23,"Montana"
"4140",2021-04-17,"MT",0,23,"Montana"
"4141",2021-04-24,"MT",0,23,"Montana"
"4142",2021-05-01,"MT",0,23,"Montana"
"4143",2021-05-08,"MT",0,23,"Montana"
"4144",2021-05-15,"MT",0,23,"Montana"
"4145",2021-05-22,"MT",0,23,"Montana"
"4146",2021-05-29,"MT",0,23,"Montana"
"4147",2021-06-05,"MT",0,23,"Montana"
"4148",2021-06-12,"MT",0,23,"Montana"
"4149",2021-06-19,"MT",0,23,"Montana"
"4150",2021-06-26,"MT",0,23,"Montana"
"4151",2021-07-03,"MT",0,23,"Montana"
"4152",2021-07-10,"MT",0,23,"Montana"
"4153",2021-07-17,"MT",0,23,"Montana"
"4154",2021-07-24,"MT",0,23,"Montana"
"4155",2021-07-31,"MT",0,23,"Montana"
"4156",2021-08-07,"MT",0,23,"Montana"
"4157",2021-08-14,"MT",0,23,"Montana"
"4158",2021-08-21,"MT",0,23,"Montana"
"4159",2021-08-28,"MT",0,23,"Montana"
"4160",2021-09-04,"MT",0,23,"Montana"
"4161",2021-09-11,"MT",0,23,"Montana"
"4162",2021-09-18,"MT",0,23,"Montana"
"4163",2021-09-25,"MT",0,23,"Montana"
"4164",2021-10-02,"MT",0,23,"Montana"
"4165",2021-10-09,"MT",0,23,"Montana"
"4166",2021-10-16,"MT",0,23,"Montana"
"4167",2021-10-23,"MT",0,23,"Montana"
"4168",2021-10-30,"MT",0,23,"Montana"
"4169",2021-11-06,"MT",0,23,"Montana"
"4170",2021-11-13,"MT",0,23,"Montana"
"4171",2021-11-20,"MT",0,23,"Montana"
"4172",2021-11-27,"MT",0,23,"Montana"
"4173",2021-12-04,"MT",0,23,"Montana"
"4174",2021-12-11,"MT",1,23,"Montana"
"4175",2021-12-18,"MT",2,23,"Montana"
"4176",2021-12-25,"MT",1,23,"Montana"
"4177",2022-01-01,"MT",15,23,"Montana"
"4178",2022-01-08,"MT",20,23,"Montana"
"4179",2022-01-15,"MT",11,23,"Montana"
"4180",2022-01-22,"MT",12,23,"Montana"
"4181",2022-01-29,"MT",7,23,"Montana"
"4182",2022-02-05,"MT",9,23,"Montana"
"4183",2022-02-12,"MT",13,23,"Montana"
"4184",2022-02-19,"MT",7,23,"Montana"
"4185",2022-02-26,"MT",16,23,"Montana"
"4186",2022-03-05,"MT",21,23,"Montana"
"4187",2022-03-12,"MT",14,23,"Montana"
"4188",2022-03-19,"MT",16,23,"Montana"
"4189",2022-03-26,"MT",19,23,"Montana"
"4190",2022-04-02,"MT",38,23,"Montana"
"4191",2022-04-09,"MT",19,23,"Montana"
"4192",2022-04-16,"MT",14,23,"Montana"
"4193",2022-04-23,"MT",21,23,"Montana"
"4194",2022-04-30,"MT",17,23,"Montana"
"4195",2022-05-07,"MT",20,23,"Montana"
"4196",2022-05-14,"MT",9,23,"Montana"
"4197",2022-05-21,"MT",11,23,"Montana"
"4198",2022-05-28,"MT",14,23,"Montana"
"4199",2022-06-04,"MT",23,23,"Montana"
"4200",2022-06-11,"MT",10,23,"Montana"
"4201",2022-06-18,"MT",1,23,"Montana"
"4202",2022-06-25,"MT",0,23,"Montana"
"4203",2022-07-02,"MT",4,23,"Montana"
"4204",2022-07-09,"MT",2,23,"Montana"
"4205",2022-07-16,"MT",2,23,"Montana"
"4206",2022-07-23,"MT",0,23,"Montana"
"4207",2022-07-30,"MT",0,23,"Montana"
"4208",2022-08-06,"MT",0,23,"Montana"
"4209",2022-08-13,"MT",0,23,"Montana"
"4210",2022-08-20,"MT",1,23,"Montana"
"4211",2022-08-27,"MT",0,23,"Montana"
"4212",2022-09-03,"MT",0,23,"Montana"
"4213",2022-09-10,"MT",0,23,"Montana"
"4214",2022-09-17,"MT",1,23,"Montana"
"4215",2022-09-24,"MT",0,23,"Montana"
"4216",2022-10-01,"MT",2,23,"Montana"
"4217",2022-10-08,"MT",0,23,"Montana"
"4218",2022-10-15,"MT",0,23,"Montana"
"4219",2022-10-22,"MT",0,23,"Montana"
"4220",2022-10-29,"MT",3,23,"Montana"
"4221",2022-11-05,"MT",6,23,"Montana"
"4222",2022-11-12,"MT",11,23,"Montana"
"4223",2022-11-19,"MT",13,23,"Montana"
"4224",2022-11-26,"MT",43,23,"Montana"
"4225",2022-12-03,"MT",62,23,"Montana"
"4226",2022-12-10,"MT",98,23,"Montana"
"4227",2022-12-17,"MT",96,23,"Montana"
"4228",2022-12-24,"MT",60,23,"Montana"
"4229",2022-12-31,"MT",91,23,"Montana"
"4230",2023-01-07,"MT",60,23,"Montana"
"4231",2023-01-14,"MT",39,23,"Montana"
"4232",2023-01-21,"MT",16,23,"Montana"
"4233",2023-01-28,"MT",9,23,"Montana"
"4234",2023-02-04,"MT",9,23,"Montana"
"4235",2023-02-11,"MT",2,23,"Montana"
"4236",2023-02-18,"MT",6,23,"Montana"
"4237",2023-02-25,"MT",3,23,"Montana"
"4238",2023-03-04,"MT",6,23,"Montana"
"4239",2023-03-11,"MT",3,23,"Montana"
"4240",2023-03-18,"MT",2,23,"Montana"
"4241",2023-03-25,"MT",1,23,"Montana"
"4242",2023-04-01,"MT",1,23,"Montana"
"4243",2023-04-08,"MT",0,23,"Montana"
"4244",2023-04-15,"MT",0,23,"Montana"
"4245",2023-04-22,"MT",2,23,"Montana"
"4246",2023-04-29,"MT",0,23,"Montana"
"4247",2023-05-06,"MT",0,23,"Montana"
"4248",2023-05-13,"MT",0,23,"Montana"
"4249",2023-05-20,"MT",1,23,"Montana"
"4250",2023-05-27,"MT",3,23,"Montana"
"4251",2023-06-03,"MT",0,23,"Montana"
"4252",2023-06-10,"MT",2,23,"Montana"
"4253",2023-06-17,"MT",2,23,"Montana"
"4254",2023-06-24,"MT",1,23,"Montana"
"4255",2023-07-01,"MT",1,23,"Montana"
"4256",2023-07-08,"MT",0,23,"Montana"
"4257",2023-07-15,"MT",1,23,"Montana"
"4258",2023-07-22,"MT",0,23,"Montana"
"4259",2023-07-29,"MT",0,23,"Montana"
"4260",2023-08-05,"MT",0,23,"Montana"
"4261",2023-08-12,"MT",0,23,"Montana"
"4262",2023-08-19,"MT",0,23,"Montana"
"4263",2023-08-26,"MT",0,23,"Montana"
"4264",2023-09-02,"MT",0,23,"Montana"
"4265",2023-09-09,"MT",1,23,"Montana"
"4266",2023-09-16,"MT",1,23,"Montana"
"4267",2023-09-23,"MT",3,23,"Montana"
"4268",2023-09-30,"MT",4,23,"Montana"
"4269",2023-10-07,"MT",0,23,"Montana"
"4270",2023-10-14,"MT",0,23,"Montana"
"4271",2023-10-21,"MT",1,23,"Montana"
"4272",2023-10-28,"MT",0,23,"Montana"
"4273",2023-11-04,"MT",1,23,"Montana"
"4274",2023-11-11,"MT",5,23,"Montana"
"4275",2023-11-18,"MT",3,23,"Montana"
"4276",2023-11-25,"MT",6,23,"Montana"
"4277",2023-12-02,"MT",18,23,"Montana"
"4278",2023-12-09,"MT",21,23,"Montana"
"4279",2023-12-16,"MT",36,23,"Montana"
"4280",2023-12-23,"MT",72,23,"Montana"
"4281",2023-12-30,"MT",113,23,"Montana"
"4282",2024-01-06,"MT",124,23,"Montana"
"4283",2024-01-13,"MT",110,23,"Montana"
"4284",2024-01-20,"MT",80,23,"Montana"
"4285",2024-01-27,"MT",105,23,"Montana"
"4286",2024-02-03,"MT",84,23,"Montana"
"4287",2024-02-10,"MT",81,23,"Montana"
"4288",2024-02-17,"MT",23,23,"Montana"
"4289",2024-02-24,"MT",22,23,"Montana"
"4290",2024-03-02,"MT",25,23,"Montana"
"4291",2024-03-09,"MT",28,23,"Montana"
"4292",2024-03-16,"MT",35,23,"Montana"
"4293",2024-03-23,"MT",21,23,"Montana"
"4294",2024-03-30,"MT",28,23,"Montana"
"4295",2024-04-06,"MT",7,23,"Montana"
"4296",2024-04-13,"MT",9,23,"Montana"
"4297",2024-04-20,"MT",6,23,"Montana"
"4298",2024-04-27,"MT",3,23,"Montana"
"4299",2024-05-04,"MT",0,23,"Montana"
"4300",2024-05-11,"MT",2,23,"Montana"
"4301",2024-05-18,"MT",1,23,"Montana"
"4302",2020-10-24,"NE",0,24,"Nebraska"
"4303",2020-10-31,"NE",0,24,"Nebraska"
"4304",2020-11-07,"NE",2,24,"Nebraska"
"4305",2020-11-14,"NE",1,24,"Nebraska"
"4306",2020-11-21,"NE",1,24,"Nebraska"
"4307",2020-11-28,"NE",0,24,"Nebraska"
"4308",2020-12-05,"NE",1,24,"Nebraska"
"4309",2020-12-12,"NE",2,24,"Nebraska"
"4310",2020-12-19,"NE",3,24,"Nebraska"
"4311",2020-12-26,"NE",0,24,"Nebraska"
"4312",2021-01-02,"NE",0,24,"Nebraska"
"4313",2021-01-09,"NE",2,24,"Nebraska"
"4314",2021-01-16,"NE",2,24,"Nebraska"
"4315",2021-01-23,"NE",1,24,"Nebraska"
"4316",2021-01-30,"NE",1,24,"Nebraska"
"4317",2021-02-06,"NE",0,24,"Nebraska"
"4318",2021-02-13,"NE",1,24,"Nebraska"
"4319",2021-02-20,"NE",4,24,"Nebraska"
"4320",2021-02-27,"NE",6,24,"Nebraska"
"4321",2021-03-06,"NE",3,24,"Nebraska"
"4322",2021-03-13,"NE",2,24,"Nebraska"
"4323",2021-03-20,"NE",0,24,"Nebraska"
"4324",2021-03-27,"NE",1,24,"Nebraska"
"4325",2021-04-03,"NE",2,24,"Nebraska"
"4326",2021-04-10,"NE",0,24,"Nebraska"
"4327",2021-04-17,"NE",0,24,"Nebraska"
"4328",2021-04-24,"NE",0,24,"Nebraska"
"4329",2021-05-01,"NE",0,24,"Nebraska"
"4330",2021-05-08,"NE",0,24,"Nebraska"
"4331",2021-05-15,"NE",0,24,"Nebraska"
"4332",2021-05-22,"NE",3,24,"Nebraska"
"4333",2021-05-29,"NE",0,24,"Nebraska"
"4334",2021-06-05,"NE",0,24,"Nebraska"
"4335",2021-06-12,"NE",0,24,"Nebraska"
"4336",2021-06-19,"NE",0,24,"Nebraska"
"4337",2021-06-26,"NE",0,24,"Nebraska"
"4338",2021-07-03,"NE",0,24,"Nebraska"
"4339",2021-07-10,"NE",0,24,"Nebraska"
"4340",2021-07-17,"NE",0,24,"Nebraska"
"4341",2021-07-24,"NE",0,24,"Nebraska"
"4342",2021-07-31,"NE",0,24,"Nebraska"
"4343",2021-08-07,"NE",0,24,"Nebraska"
"4344",2021-08-14,"NE",0,24,"Nebraska"
"4345",2021-08-21,"NE",0,24,"Nebraska"
"4346",2021-08-28,"NE",1,24,"Nebraska"
"4347",2021-09-04,"NE",0,24,"Nebraska"
"4348",2021-09-11,"NE",1,24,"Nebraska"
"4349",2021-09-18,"NE",1,24,"Nebraska"
"4350",2021-09-25,"NE",1,24,"Nebraska"
"4351",2021-10-02,"NE",0,24,"Nebraska"
"4352",2021-10-09,"NE",0,24,"Nebraska"
"4353",2021-10-16,"NE",1,24,"Nebraska"
"4354",2021-10-23,"NE",0,24,"Nebraska"
"4355",2021-10-30,"NE",0,24,"Nebraska"
"4356",2021-11-06,"NE",0,24,"Nebraska"
"4357",2021-11-13,"NE",0,24,"Nebraska"
"4358",2021-11-20,"NE",0,24,"Nebraska"
"4359",2021-11-27,"NE",3,24,"Nebraska"
"4360",2021-12-04,"NE",18,24,"Nebraska"
"4361",2021-12-11,"NE",21,24,"Nebraska"
"4362",2021-12-18,"NE",10,24,"Nebraska"
"4363",2021-12-25,"NE",30,24,"Nebraska"
"4364",2022-01-01,"NE",42,24,"Nebraska"
"4365",2022-01-08,"NE",31,24,"Nebraska"
"4366",2022-01-15,"NE",28,24,"Nebraska"
"4367",2022-01-22,"NE",16,24,"Nebraska"
"4368",2022-01-29,"NE",23,24,"Nebraska"
"4369",2022-02-05,"NE",33,24,"Nebraska"
"4370",2022-02-12,"NE",29,24,"Nebraska"
"4371",2022-02-19,"NE",32,24,"Nebraska"
"4372",2022-02-26,"NE",40,24,"Nebraska"
"4373",2022-03-05,"NE",52,24,"Nebraska"
"4374",2022-03-12,"NE",42,24,"Nebraska"
"4375",2022-03-19,"NE",61,24,"Nebraska"
"4376",2022-03-26,"NE",60,24,"Nebraska"
"4377",2022-04-02,"NE",25,24,"Nebraska"
"4378",2022-04-09,"NE",35,24,"Nebraska"
"4379",2022-04-16,"NE",28,24,"Nebraska"
"4380",2022-04-23,"NE",16,24,"Nebraska"
"4381",2022-04-30,"NE",16,24,"Nebraska"
"4382",2022-05-07,"NE",6,24,"Nebraska"
"4383",2022-05-14,"NE",3,24,"Nebraska"
"4384",2022-05-21,"NE",7,24,"Nebraska"
"4385",2022-05-28,"NE",3,24,"Nebraska"
"4386",2022-06-04,"NE",6,24,"Nebraska"
"4387",2022-06-11,"NE",9,24,"Nebraska"
"4388",2022-06-18,"NE",3,24,"Nebraska"
"4389",2022-06-25,"NE",6,24,"Nebraska"
"4390",2022-07-02,"NE",9,24,"Nebraska"
"4391",2022-07-09,"NE",5,24,"Nebraska"
"4392",2022-07-16,"NE",7,24,"Nebraska"
"4393",2022-07-23,"NE",1,24,"Nebraska"
"4394",2022-07-30,"NE",3,24,"Nebraska"
"4395",2022-08-06,"NE",3,24,"Nebraska"
"4396",2022-08-13,"NE",0,24,"Nebraska"
"4397",2022-08-20,"NE",6,24,"Nebraska"
"4398",2022-08-27,"NE",9,24,"Nebraska"
"4399",2022-09-03,"NE",8,24,"Nebraska"
"4400",2022-09-10,"NE",2,24,"Nebraska"
"4401",2022-09-17,"NE",9,24,"Nebraska"
"4402",2022-09-24,"NE",2,24,"Nebraska"
"4403",2022-10-01,"NE",18,24,"Nebraska"
"4404",2022-10-08,"NE",20,24,"Nebraska"
"4405",2022-10-15,"NE",11,24,"Nebraska"
"4406",2022-10-22,"NE",12,24,"Nebraska"
"4407",2022-10-29,"NE",12,24,"Nebraska"
"4408",2022-11-05,"NE",31,24,"Nebraska"
"4409",2022-11-12,"NE",24,24,"Nebraska"
"4410",2022-11-19,"NE",31,24,"Nebraska"
"4411",2022-11-26,"NE",59,24,"Nebraska"
"4412",2022-12-03,"NE",102,24,"Nebraska"
"4413",2022-12-10,"NE",121,24,"Nebraska"
"4414",2022-12-17,"NE",166,24,"Nebraska"
"4415",2022-12-24,"NE",140,24,"Nebraska"
"4416",2022-12-31,"NE",144,24,"Nebraska"
"4417",2023-01-07,"NE",97,24,"Nebraska"
"4418",2023-01-14,"NE",63,24,"Nebraska"
"4419",2023-01-21,"NE",55,24,"Nebraska"
"4420",2023-01-28,"NE",20,24,"Nebraska"
"4421",2023-02-04,"NE",6,24,"Nebraska"
"4422",2023-02-11,"NE",2,24,"Nebraska"
"4423",2023-02-18,"NE",6,24,"Nebraska"
"4424",2023-02-25,"NE",8,24,"Nebraska"
"4425",2023-03-04,"NE",5,24,"Nebraska"
"4426",2023-03-11,"NE",13,24,"Nebraska"
"4427",2023-03-18,"NE",11,24,"Nebraska"
"4428",2023-03-25,"NE",9,24,"Nebraska"
"4429",2023-04-01,"NE",10,24,"Nebraska"
"4430",2023-04-08,"NE",3,24,"Nebraska"
"4431",2023-04-15,"NE",6,24,"Nebraska"
"4432",2023-04-22,"NE",7,24,"Nebraska"
"4433",2023-04-29,"NE",4,24,"Nebraska"
"4434",2023-05-06,"NE",2,24,"Nebraska"
"4435",2023-05-13,"NE",4,24,"Nebraska"
"4436",2023-05-20,"NE",2,24,"Nebraska"
"4437",2023-05-27,"NE",7,24,"Nebraska"
"4438",2023-06-03,"NE",3,24,"Nebraska"
"4439",2023-06-10,"NE",1,24,"Nebraska"
"4440",2023-06-17,"NE",1,24,"Nebraska"
"4441",2023-06-24,"NE",1,24,"Nebraska"
"4442",2023-07-01,"NE",1,24,"Nebraska"
"4443",2023-07-08,"NE",1,24,"Nebraska"
"4444",2023-07-15,"NE",0,24,"Nebraska"
"4445",2023-07-22,"NE",1,24,"Nebraska"
"4446",2023-07-29,"NE",1,24,"Nebraska"
"4447",2023-08-05,"NE",1,24,"Nebraska"
"4448",2023-08-12,"NE",1,24,"Nebraska"
"4449",2023-08-19,"NE",1,24,"Nebraska"
"4450",2023-08-26,"NE",3,24,"Nebraska"
"4451",2023-09-02,"NE",2,24,"Nebraska"
"4452",2023-09-09,"NE",1,24,"Nebraska"
"4453",2023-09-16,"NE",0,24,"Nebraska"
"4454",2023-09-23,"NE",6,24,"Nebraska"
"4455",2023-09-30,"NE",1,24,"Nebraska"
"4456",2023-10-07,"NE",5,24,"Nebraska"
"4457",2023-10-14,"NE",9,24,"Nebraska"
"4458",2023-10-21,"NE",8,24,"Nebraska"
"4459",2023-10-28,"NE",7,24,"Nebraska"
"4460",2023-11-04,"NE",5,24,"Nebraska"
"4461",2023-11-11,"NE",5,24,"Nebraska"
"4462",2023-11-18,"NE",4,24,"Nebraska"
"4463",2023-11-25,"NE",8,24,"Nebraska"
"4464",2023-12-02,"NE",7,24,"Nebraska"
"4465",2023-12-09,"NE",11,24,"Nebraska"
"4466",2023-12-16,"NE",13,24,"Nebraska"
"4467",2023-12-23,"NE",53,24,"Nebraska"
"4468",2023-12-30,"NE",48,24,"Nebraska"
"4469",2024-01-06,"NE",48,24,"Nebraska"
"4470",2024-01-13,"NE",52,24,"Nebraska"
"4471",2024-01-20,"NE",34,24,"Nebraska"
"4472",2024-01-27,"NE",46,24,"Nebraska"
"4473",2024-02-03,"NE",45,24,"Nebraska"
"4474",2024-02-10,"NE",53,24,"Nebraska"
"4475",2024-02-17,"NE",53,24,"Nebraska"
"4476",2024-02-24,"NE",84,24,"Nebraska"
"4477",2024-03-02,"NE",93,24,"Nebraska"
"4478",2024-03-09,"NE",84,24,"Nebraska"
"4479",2024-03-16,"NE",67,24,"Nebraska"
"4480",2024-03-23,"NE",58,24,"Nebraska"
"4481",2024-03-30,"NE",49,24,"Nebraska"
"4482",2024-04-06,"NE",54,24,"Nebraska"
"4483",2024-04-13,"NE",45,24,"Nebraska"
"4484",2024-04-20,"NE",27,24,"Nebraska"
"4485",2024-04-27,"NE",17,24,"Nebraska"
"4486",2024-05-04,"NE",5,24,"Nebraska"
"4487",2024-05-11,"NE",1,24,"Nebraska"
"4488",2024-05-18,"NE",2,24,"Nebraska"
"4489",2020-10-24,"NV",5,25,"Nevada"
"4490",2020-10-31,"NV",52,25,"Nevada"
"4491",2020-11-07,"NV",2,25,"Nevada"
"4492",2020-11-14,"NV",1,25,"Nevada"
"4493",2020-11-21,"NV",5,25,"Nevada"
"4494",2020-11-28,"NV",9,25,"Nevada"
"4495",2020-12-05,"NV",7,25,"Nevada"
"4496",2020-12-12,"NV",6,25,"Nevada"
"4497",2020-12-19,"NV",6,25,"Nevada"
"4498",2020-12-26,"NV",2,25,"Nevada"
"4499",2021-01-02,"NV",15,25,"Nevada"
"4500",2021-01-09,"NV",7,25,"Nevada"
"4501",2021-01-16,"NV",12,25,"Nevada"
"4502",2021-01-23,"NV",2,25,"Nevada"
"4503",2021-01-30,"NV",3,25,"Nevada"
"4504",2021-02-06,"NV",1,25,"Nevada"
"4505",2021-02-13,"NV",0,25,"Nevada"
"4506",2021-02-20,"NV",4,25,"Nevada"
"4507",2021-02-27,"NV",6,25,"Nevada"
"4508",2021-03-06,"NV",0,25,"Nevada"
"4509",2021-03-13,"NV",11,25,"Nevada"
"4510",2021-03-20,"NV",2,25,"Nevada"
"4511",2021-03-27,"NV",0,25,"Nevada"
"4512",2021-04-03,"NV",3,25,"Nevada"
"4513",2021-04-10,"NV",2,25,"Nevada"
"4514",2021-04-17,"NV",4,25,"Nevada"
"4515",2021-04-24,"NV",5,25,"Nevada"
"4516",2021-05-01,"NV",7,25,"Nevada"
"4517",2021-05-08,"NV",2,25,"Nevada"
"4518",2021-05-15,"NV",1,25,"Nevada"
"4519",2021-05-22,"NV",0,25,"Nevada"
"4520",2021-05-29,"NV",0,25,"Nevada"
"4521",2021-06-05,"NV",1,25,"Nevada"
"4522",2021-06-12,"NV",2,25,"Nevada"
"4523",2021-06-19,"NV",7,25,"Nevada"
"4524",2021-06-26,"NV",2,25,"Nevada"
"4525",2021-07-03,"NV",1,25,"Nevada"
"4526",2021-07-10,"NV",2,25,"Nevada"
"4527",2021-07-17,"NV",3,25,"Nevada"
"4528",2021-07-24,"NV",2,25,"Nevada"
"4529",2021-07-31,"NV",0,25,"Nevada"
"4530",2021-08-07,"NV",0,25,"Nevada"
"4531",2021-08-14,"NV",1,25,"Nevada"
"4532",2021-08-21,"NV",2,25,"Nevada"
"4533",2021-08-28,"NV",5,25,"Nevada"
"4534",2021-09-04,"NV",0,25,"Nevada"
"4535",2021-09-11,"NV",0,25,"Nevada"
"4536",2021-09-18,"NV",3,25,"Nevada"
"4537",2021-09-25,"NV",1,25,"Nevada"
"4538",2021-10-02,"NV",2,25,"Nevada"
"4539",2021-10-09,"NV",7,25,"Nevada"
"4540",2021-10-16,"NV",6,25,"Nevada"
"4541",2021-10-23,"NV",2,25,"Nevada"
"4542",2021-10-30,"NV",1,25,"Nevada"
"4543",2021-11-06,"NV",4,25,"Nevada"
"4544",2021-11-13,"NV",5,25,"Nevada"
"4545",2021-11-20,"NV",9,25,"Nevada"
"4546",2021-11-27,"NV",9,25,"Nevada"
"4547",2021-12-04,"NV",6,25,"Nevada"
"4548",2021-12-11,"NV",5,25,"Nevada"
"4549",2021-12-18,"NV",4,25,"Nevada"
"4550",2021-12-25,"NV",8,25,"Nevada"
"4551",2022-01-01,"NV",6,25,"Nevada"
"4552",2022-01-08,"NV",13,25,"Nevada"
"4553",2022-01-15,"NV",4,25,"Nevada"
"4554",2022-01-22,"NV",3,25,"Nevada"
"4555",2022-01-29,"NV",9,25,"Nevada"
"4556",2022-02-05,"NV",4,25,"Nevada"
"4557",2022-02-12,"NV",6,25,"Nevada"
"4558",2022-02-19,"NV",6,25,"Nevada"
"4559",2022-02-26,"NV",7,25,"Nevada"
"4560",2022-03-05,"NV",19,25,"Nevada"
"4561",2022-03-12,"NV",23,25,"Nevada"
"4562",2022-03-19,"NV",34,25,"Nevada"
"4563",2022-03-26,"NV",44,25,"Nevada"
"4564",2022-04-02,"NV",53,25,"Nevada"
"4565",2022-04-09,"NV",96,25,"Nevada"
"4566",2022-04-16,"NV",70,25,"Nevada"
"4567",2022-04-23,"NV",78,25,"Nevada"
"4568",2022-04-30,"NV",50,25,"Nevada"
"4569",2022-05-07,"NV",45,25,"Nevada"
"4570",2022-05-14,"NV",72,25,"Nevada"
"4571",2022-05-21,"NV",83,25,"Nevada"
"4572",2022-05-28,"NV",80,25,"Nevada"
"4573",2022-06-04,"NV",62,25,"Nevada"
